symbol,timestamp_ny,session,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_nonzero
NVDA,2026-09-22T13:00:00-04:00,regular market,229.3699951171875,229.97999572753906,229.3300018310547,229.47000122070312,4628931,0.0,0.0,True
NVDA,2026-09-22T13:30:00-04:00,regular market,229.47000122070312,229.54739379882812,228.74110412597656,229.14019775390625,3451130,0.0,0.0,True
NVDA,2026-09-22T14:00:00-04:00,regular market,229.13499450683594,229.52000427246094,228.86000061035156,229.42999267578125,2943239,0.0,0.0,True
NVDA,2026-09-22T14:30:00-04:00,regular market,229.43499755859375,229.58999633789062,229.17010498046875,229.30999755859375,2669825,0.0,0.0,True
NVDA,2026-09-22T15:00:00-04:00,regular market,229.30999755859375,229.80499267578125,229.1699981689453,229.6885986328125,4509079,0.0,0.0,True
NVDA,2026-09-22T15:30:00-04:00,regular market,229.67999267578125,229.9199981689453,228.60000610351562,228.8300018310547,8360065,0.0,0.0,True
NVDA,2026-09-22T16:00:00-04:00,after hours,228.81,228.95,227.8,228.0992,0,0.0,0.0,False
NVDA,2026-09-22T16:30:00-04:00,after hours,228.0992,228.87,212.9972,228.1877,0,0.0,0.0,False
NVDA,2026-09-22T17:00:00-04:00,after hours,228.1877,267.9975,198.1862,228.1882,0,0.0,0.0,False
NVDA,2026-09-22T17:30:00-04:00,after hours,228.1882,228.87,228.11,228.1497,0,0.0,0.0,False
NVDA,2026-09-22T18:00:00-04:00,after hours,228.1497,228.5,228.1401,228.328,0,0.0,0.0,False
NVDA,2026-09-22T18:30:00-04:00,after hours,228.328,228.4,228.2137,228.3295,0,0.0,0.0,False
NVDA,2026-09-22T19:00:00-04:00,after hours,228.3295,228.47,228.2812,228.4677,0,0.0,0.0,False
NVDA,2026-09-22T19:30:00-04:00,after hours,228.4677,228.65,228.37,228.56,0,0.0,0.0,False
NVDA,2026-09-23T04:00:00-04:00,pre-market,228.84,229.25,228.14,229.187,0,0.0,0.0,False
NVDA,2026-09-23T04:30:00-04:00,pre-market,229.187,229.2175,228.9,228.9987,0,0.0,0.0,False
NVDA,2026-09-23T05:00:00-04:00,pre-market,228.9987,229.35,228.951,229.3292,0,0.0,0.0,False
NVDA,2026-09-23T05:30:00-04:00,pre-market,229.3292,229.39,228.9515,229.1877,0,0.0,0.0,False
NVDA,2026-09-23T06:00:00-04:00,pre-market,229.1877,229.19,228.8015,229.1072,0,0.0,0.0,False
NVDA,2026-09-23T06:30:00-04:00,pre-market,229.1072,229.178,228.85,229.096,0,0.0,0.0,False
NVDA,2026-09-23T07:00:00-04:00,pre-market,229.096,229.1755,227.702,227.9072,0,0.0,0.0,False
NVDA,2026-09-23T07:30:00-04:00,pre-market,227.9072,227.9852,227.33,227.916,0,0.0,0.0,False
NVDA,2026-09-23T08:00:00-04:00,pre-market,227.916,228.87,227.3017,227.6985,0,0.0,0.0,False
NVDA,2026-09-23T08:30:00-04:00,pre-market,227.6985,227.948,227.28,227.6995,0,0.0,0.0,False
NVDA,2026-09-23T09:00:00-04:00,pre-market,227.6995,228.12,227.35,228.07,0,0.0,0.0,False
NVDA,2026-09-23T09:30:00-04:00,regular market,228.0800018310547,228.9499969482422,227.60159301757812,227.72500610351562,11663280,0.0,0.0,True
NVDA,2026-09-23T10:00:00-04:00,regular market,227.74000549316406,228.15989685058594,225.02000427246094,225.60499572753906,9048048,0.0,0.0,True
NVDA,2026-09-23T10:30:00-04:00,regular market,225.61990356445312,226.64990234375,225.2301025390625,226.05999755859375,5883118,0.0,0.0,True
NVDA,2026-09-23T11:00:00-04:00,regular market,226.05999755859375,226.38999938964844,225.3249969482422,225.3699951171875,4280092,0.0,0.0,True
NVDA,2026-09-23T11:30:00-04:00,regular market,225.3699951171875,225.6699981689453,224.72000122070312,224.7899932861328,4706663,0.0,0.0,True
NVDA,2026-09-23T12:00:00-04:00,regular market,224.8000030517578,225.02000427246094,224.42999267578125,224.52000427246094,3379914,0.0,0.0,True
NVDA,2026-09-23T12:30:00-04:00,regular market,224.52000427246094,224.72999572753906,224.02000427246094,224.57269287109375,4394850,0.0,0.0,True
NVDA,2026-09-23T13:00:00-04:00,regular market,224.5800018310547,224.85000610351562,224.1300048828125,224.4499969482422,3744210,0.0,0.0,True
